repo	unit	file	line	group	verdict	platform	why	snippet
pi-config	facts	facts/index.ts	6	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* ~/.pi/agent/facts.md, injects the selected block (P1→P2→P3, newest first,
pi-config	facts	facts/index.ts	99	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	"Search the durable facts tier (~/.pi/agent/facts.md) — long-term user preferences, conventions, project and decision memory that survives across sessions. PASS
pi-config	facts	facts/src/curator-run.ts	38	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	: join(home, ".pi", "agent", "facts-runs");
pi-config	facts	facts/src/curator-run.ts	211	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	lessonsRaw = readFileSync(join(home, ".pi", "agent", "lessons.md"), "utf8");
pi-config	facts	facts/src/status-projection.ts	4	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* Projection: ~/.pi/agent/facts-status.json — the plugin panel's ONLY read
pi-config	facts	facts/src/status-projection.ts	9	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* Control: ~/.pi/agent/facts-control/*.json — the USER-only un-tombstone door
pi-config	facts	facts/src/status-projection.ts	26	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	: join(home, ".pi", "agent", "facts-status.json");
pi-config	facts	facts/src/status-projection.ts	30	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(home, ".pi", "agent", "facts-control");
pi-config	facts	facts/src/store.test.ts	249	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	test("factsFilePath env override wins, default under ~/.pi/agent", () => {
pi-config	facts	facts/src/store.test.ts	251	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(factsFilePath({}, "/h")).toBe("/h/.pi/agent/facts.md");
pi-config	facts	facts/src/store.ts	305	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Default file location: ~/.pi/agent/facts.md — same HOME-aware placement as
pi-config	facts	facts/src/store.ts	306	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*  lessons.md (NOT under .memory/, NOT under ~/.pi/agent/memory/ so it can
pi-config	facts	facts/src/store.ts	309	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return env.FACTS_FILE && env.FACTS_FILE.trim() ? env.FACTS_FILE : join(home, ".pi", "agent", "facts.md");
pi-config	facts	facts/index.ts	76	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	writeFactsStatus(process.env, process.env.HOME ?? "", {
pi-config	facts	facts/index.ts	89	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	const stopWatcher = watchFactsControl(process.env, process.env.HOME ?? "");
pi-config	facts	facts/index.ts	152	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	accrueCounters(process.env, process.env.HOME ?? "", typeof tokens === "number" ? tokens : 0);
pi-config	facts	facts/src/curator-run.ts	35	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function factsRunsDir(env: NodeJS.ProcessEnv = process.env, home = process.env.HOME ?? ""): string {
pi-config	facts	facts/src/curator-run.ts	196	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	const home = opts.home ?? process.env.HOME ?? "";
pi-config	facts	facts/src/status-projection.ts	23	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function factsStatusPath(env: NodeJS.ProcessEnv = process.env, home = process.env.HOME ?? ""): string {
pi-config	facts	facts/src/status-projection.ts	29	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function factsControlDir(env: NodeJS.ProcessEnv = process.env, home = process.env.HOME ?? ""): string {
pi-config	facts	facts/src/status-projection.ts	110	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	home = process.env.HOME ?? "",
pi-config	facts	facts/src/status-projection.ts	128	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	home = process.env.HOME ?? "",
pi-config	facts	facts/src/status-projection.ts	190	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function watchFactsControl(env: NodeJS.ProcessEnv = process.env, home = process.env.HOME ?? ""): () => void {
pi-config	facts	facts/src/store.ts	308	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function factsFilePath(env: NodeJS.ProcessEnv = process.env, home = process.env.HOME ?? ""): string {
pi-config	facts	facts/src/curator-run.ts	99	signals	adapt	win	POSIX signals — Windows emulates partially (TerminationProcess, no SIGKILL/SIGUSR)	proc.kill("SIGTERM");
pi-config	facts	facts/src/curator-run.ts	100	signals	adapt	win	POSIX signals — Windows emulates partially (TerminationProcess, no SIGKILL/SIGUSR)	setTimeout(() => proc.kill("SIGKILL"), 3000).unref?.();
pi-config	facts	facts/index.ts	6	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.pi/agent/facts.md, injects the selected block (P1→P2→P3, newest first,
pi-config	facts	facts/index.ts	99	tilde-literal	note		tilde in display/log/test string only, never passed to fs	"Search the durable facts tier (~/.pi/agent/facts.md) — long-term user preferences, conventions, project and decision memory that survives across sessions. PASS
pi-config	facts	facts/src/status-projection.ts	4	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* Projection: ~/.pi/agent/facts-status.json — the plugin panel's ONLY read
pi-config	facts	facts/src/status-projection.ts	9	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* Control: ~/.pi/agent/facts-control/*.json — the USER-only un-tombstone door
pi-config	facts	facts/src/store.test.ts	249	tilde-literal	note		tilde in display/log/test string only, never passed to fs	test("factsFilePath env override wins, default under ~/.pi/agent", () => {
pi-config	facts	facts/src/store.ts	305	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Default file location: ~/.pi/agent/facts.md — same HOME-aware placement as
pi-config	facts	facts/src/store.ts	306	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*  lessons.md (NOT under .memory/, NOT under ~/.pi/agent/memory/ so it can
pi-config	goal	goal/index.ts	18	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* ~/.pi/agent/goal-state/<sessionId>.json; task ext + subagent-types READ
pi-config	goal	goal/index.ts	57	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(home(), ".pi", "agent", "goal-state");
pi-config	goal	goal/index.ts	84	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const dir = join(home(), ".pi", "agent", "goal-status");
pi-config	goal	goal/index.ts	111	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(home(), ".pi", "agent", "goal-control", `${sessionId}.json`);
pi-config	goal	goal/index.ts	125	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const raw = JSON.parse(readFileSync(join(home(), ".pi", "agent", "task-status", `${sessionId}.json`), "utf8"));
pi-config	goal	goal/index.ts	392	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	watch(join(home(), ".pi", "agent", "goal-control"), () => {
pi-config	goal	goal/index.ts	53	env-HOME	portable		HOME with os.homedir() fallback	return process.env.HOME ?? homedir();
pi-config	goal	goal/index.ts	18	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.pi/agent/goal-state/<sessionId>.json; task ext + subagent-types READ
pi-config	lessons	lessons/index.ts	4	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* Pure injector: READS ~/.pi/agent/lessons.md, injects the newest N=8 lessons
pi-config	lessons	lessons/index.test.ts	50	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	`[${iso(5)}][failure] bash silent-abort — use setsid nohup bg`,
pi-config	lessons	lessons/index.ts	4	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* Pure injector: READS ~/.pi/agent/lessons.md, injects the newest N=8 lessons
pi-config	observational-memory	observational-memory/smoke-rpc.ts	10	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import { spawn } from "node:child_process";
pi-config	observational-memory	observational-memory/smoke-rpc.ts	11	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import type { ChildProcessWithoutNullStreams } from "node:child_process";
pi-config	observational-memory	observational-memory/smoke-rpc.ts	33	child-spawn	portable-caveat	win	entry-point trick (execPath + real entry .mjs); PATH-'pi' fallback hits .cmd problem on Win	const proc = spawn(PI_BIN, ["--mode", "rpc", "--extension", EXT, "--no-session"], {
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	9	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import { spawn } from "node:child_process";
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	42	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	* single argv element at MAX_ARG_STRLEN (131,072 bytes) and `spawn()` fails with E2BIG
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	77	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	* exist before spawn — `spawn()` would ENOENT otherwise (the memory root is created lazily on
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	91	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	const proc = spawn(command, rest, {
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	120	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	const MUTATION = /\b(rm|mv|tee|truncate|shred|dd|mkdir|rmdir|chmod|chown|rsync|install)\b|>>|>[ \t>]*\S*\.memory|sed\s+(-[a-zA-Z]*)*i|perl\s+(-[a-zA-Z]*)*i\b|py
pi-config	observational-memory	observational-memory/agent/consolidator/tools.ts	115	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Global lessons tier (#1A): append one validated line to ~/.pi/agent/lessons.md
pi-config	observational-memory	observational-memory/agent/consolidator/tools.ts	218	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	"Append ONE line to the global cross-session lessons tier (~/.pi/agent/lessons.md) that every future session reads at start and after each compaction. Only for 
pi-config	observational-memory	observational-memory/src/config.ts	151	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const projectPath = join(cwd, ".pi", "settings.json");
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	39	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	// The durable tiers ~/.pi/agent/facts.md + lessons.md and the curator's
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	40	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	// receipts dir ~/.pi/agent/facts-runs/ are MACHINE-WRITTEN (regex trigger P2,
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	59	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const facts = resolve(home, ".pi/agent/facts.md");
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	60	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const lessons = resolve(home, ".pi/agent/lessons.md");
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	61	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const runs = resolve(home, ".pi/agent/facts-runs");
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	66	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*  ~/.pi/agent — `~`-relative, `$HOME`-expanded, or absolute. A bare
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	70	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return /(^|\/)\.pi\/agent\/(facts\.md|lessons\.md|facts-runs)(\/|$)/.test(t) || t.includes("$HOME/.pi/agent/");
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	196	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	"The durable memory tiers `~/.pi/agent/facts.md` and `~/.pi/agent/lessons.md` (and `facts-runs/`) " +
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	201	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	"memory-guard: ~/.pi/agent/facts.md, lessons.md and facts-runs/ are machine-written memory " +
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	7	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* project path in `~/.pi/agent/sessions` and is openable in the session browser.
pi-config	observational-memory	observational-memory/tests/guard.test.ts	58	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(isFactsTierPath("~/.pi/agent/facts.md", "/ws", HOME)).toBe(true);
pi-config	observational-memory	observational-memory/tests/guard.test.ts	59	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(isFactsTierPath("/home/tester/.pi/agent/facts.md", "/ws", HOME)).toBe(true);
pi-config	observational-memory	observational-memory/tests/guard.test.ts	60	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(isFactsTierPath("~/.pi/agent/lessons.md", "/ws", HOME)).toBe(true);
pi-config	observational-memory	observational-memory/tests/guard.test.ts	61	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(isFactsTierPath("/home/tester/.pi/agent/facts-runs/run-1.json", "/ws", HOME)).toBe(true);
pi-config	observational-memory	observational-memory/tests/guard.test.ts	71	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch(`cat ${HOME}/.pi/agent/facts.md`, HOME)).toBe("read");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	72	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch("grep bun ~/.pi/agent/facts.md | head", HOME)).toBe("read");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	75	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch(`echo x >> ${HOME}/.pi/agent/facts.md`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	76	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch("rm ~/.pi/agent/facts.md", HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	77	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch(`sed -i s/a/b/ ${HOME}/.pi/agent/lessons.md`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	78	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch(`cp /tmp/new.md ${HOME}/.pi/agent/facts.md`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	79	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch(`mkdir -p ${HOME}/.pi/agent/facts-runs/x`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	80	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch(`python3 -c "open('${HOME}/.pi/agent/facts.md','w')"`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	83	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch("echo x >> $HOME/.pi/agent/facts.md", HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	90	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(classifyBashFactsTierTouch(`git commit -m "touch ~/.pi/agent/facts.md layout in docs"`, HOME)).toBe("none");
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	55	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	home: string = process.env.HOME ?? "",
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	74	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function mentionsFactsTierPath(command: string, home: string = process.env.HOME ?? ""): boolean {
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	114	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function classifyBashFactsTierTouch(command: string, home: string = process.env.HOME ?? ""): "none" | "read" | "mutate" {
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	214	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	const home = process.env.HOME ?? "";
pi-config	observational-memory	observational-memory/agent/observer/tool.ts	54	eol-crlf	note		explicit \r\n handling present	const content = obs.content.replace(/[\r\n]+/g, " ").trim();
pi-config	observational-memory	observational-memory/tests/guard.test.ts	71	fwdslash-build	adapt	win	template-literal path joined with '/' separator	expect(classifyBashFactsTierTouch(`cat ${HOME}/.pi/agent/facts.md`, HOME)).toBe("read");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	75	fwdslash-build	adapt	win	template-literal path joined with '/' separator	expect(classifyBashFactsTierTouch(`echo x >> ${HOME}/.pi/agent/facts.md`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	77	fwdslash-build	adapt	win	template-literal path joined with '/' separator	expect(classifyBashFactsTierTouch(`sed -i s/a/b/ ${HOME}/.pi/agent/lessons.md`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	78	fwdslash-build	adapt	win	template-literal path joined with '/' separator	expect(classifyBashFactsTierTouch(`cp /tmp/new.md ${HOME}/.pi/agent/facts.md`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	79	fwdslash-build	adapt	win	template-literal path joined with '/' separator	expect(classifyBashFactsTierTouch(`mkdir -p ${HOME}/.pi/agent/facts-runs/x`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	80	fwdslash-build	adapt	win	template-literal path joined with '/' separator	expect(classifyBashFactsTierTouch(`python3 -c "open('${HOME}/.pi/agent/facts.md','w')"`, HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	111	signals	adapt	win	POSIX signals — Windows emulates partially (TerminationProcess, no SIGKILL/SIGUSR)	proc.kill("SIGTERM");
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	113	signals	adapt	win	POSIX signals — Windows emulates partially (TerminationProcess, no SIGKILL/SIGUSR)	if (!proc.killed) proc.kill("SIGKILL");
pi-config	observational-memory	observational-memory/tests/consolidator-tools.test.ts	160	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	const out = await recordLessonTool(tools).execute("t1", { tag: "failure", text: "bash silent-abort >2s — use setsid nohup bg" });
pi-config	observational-memory	observational-memory/tests/consolidator-tools.test.ts	164	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	`[${today}][failure] bash silent-abort >2s — use setsid nohup bg`,
pi-config	observational-memory	observational-memory/agent/consolidator/tools.ts	115	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Global lessons tier (#1A): append one validated line to ~/.pi/agent/lessons.md
pi-config	observational-memory	observational-memory/agent/consolidator/tools.ts	218	tilde-literal	note		tilde in display/log/test string only, never passed to fs	"Append ONE line to the global cross-session lessons tier (~/.pi/agent/lessons.md) that every future session reads at start and after each compaction. Only for 
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	39	tilde-literal	note		tilde in display/log/test string only, never passed to fs	// The durable tiers ~/.pi/agent/facts.md + lessons.md and the curator's
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	40	tilde-literal	note		tilde in display/log/test string only, never passed to fs	// receipts dir ~/.pi/agent/facts-runs/ are MACHINE-WRITTEN (regex trigger P2,
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	46	tilde-literal	portable		guard performs its own tilde->home expansion (portable)	if (p === "~") return home;
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	66	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*  ~/.pi/agent — `~`-relative, `$HOME`-expanded, or absolute. A bare
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	196	tilde-literal	note		tilde in display/log/test string only, never passed to fs	"The durable memory tiers `~/.pi/agent/facts.md` and `~/.pi/agent/lessons.md` (and `facts-runs/`) " +
pi-config	observational-memory	observational-memory/src/guard/memory-guard.ts	201	tilde-literal	note		tilde in display/log/test string only, never passed to fs	"memory-guard: ~/.pi/agent/facts.md, lessons.md and facts-runs/ are machine-written memory " +
pi-config	observational-memory	observational-memory/src/spawn/launch.ts	7	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* project path in `~/.pi/agent/sessions` and is openable in the session browser.
pi-config	observational-memory	observational-memory/tests/guard.test.ts	58	tilde-literal	note		tilde in display/log/test string only, never passed to fs	expect(isFactsTierPath("~/.pi/agent/facts.md", "/ws", HOME)).toBe(true);
pi-config	observational-memory	observational-memory/tests/guard.test.ts	60	tilde-literal	note		tilde in display/log/test string only, never passed to fs	expect(isFactsTierPath("~/.pi/agent/lessons.md", "/ws", HOME)).toBe(true);
pi-config	observational-memory	observational-memory/tests/guard.test.ts	72	tilde-literal	note		tilde in display/log/test string only, never passed to fs	expect(classifyBashFactsTierTouch("grep bun ~/.pi/agent/facts.md | head", HOME)).toBe("read");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	76	tilde-literal	note		tilde in display/log/test string only, never passed to fs	expect(classifyBashFactsTierTouch("rm ~/.pi/agent/facts.md", HOME)).toBe("mutate");
pi-config	observational-memory	observational-memory/tests/guard.test.ts	90	tilde-literal	note		tilde in display/log/test string only, never passed to fs	expect(classifyBashFactsTierTouch(`git commit -m "touch ~/.pi/agent/facts.md layout in docs"`, HOME)).toBe("none");
pi-config	read-only-mode	read-only-mode/index.test.ts	180	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const plan = { ...emptyPlan(), mode: "awaiting" as const, planFile: ".pi/plans/x.md", steps: [
pi-config	read-only-mode	read-only-mode/index.test.ts	196	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	planFile: ".pi/plans/x.md",
pi-config	read-only-mode	read-only-mode/index.ts	15	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*   /plan list        -> list .pi/plans/
pi-config	read-only-mode	read-only-mode/index.ts	28	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*   .pi/plans/YYYY-MM-DD-<slug>.md. No write tool is ever unblocked.
pi-config	read-only-mode	read-only-mode/index.ts	35	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* - control file ~/.pi/agent/plan-control/<sessionId>.json (v:1 action
pi-config	read-only-mode	read-only-mode/index.ts	131	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const dir = join(homedir(), ".pi", "agent", PLAN_CONTROL_DIR);
pi-config	read-only-mode	read-only-mode/index.ts	158	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const raw = JSON.parse(readFileSync(join(homedir(), ".pi", "agent", "task-status", `${sessionId}.json`), "utf8"));
pi-config	read-only-mode	read-only-mode/index.ts	186	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const dir = join(homedir(), ".pi", "agent", "plan-bridge");
pi-config	read-only-mode	read-only-mode/index.ts	462	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(homedir(), ".pi", "agent", PLAN_CONTROL_DIR, `${sid}.json`);
pi-config	read-only-mode	read-only-mode/index.ts	490	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const dir = join(homedir(), ".pi", "agent", PLAN_CONTROL_DIR);
pi-config	read-only-mode	read-only-mode/index.ts	621	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	ctx.ui.notify(files.length > 0 ? `Plans:\n${files.map((f) => `- ${f}`).join("\n")}` : "No plans yet (.pi/plans/).", "info");
pi-config	read-only-mode	read-only-mode/index.ts	623	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	ctx.ui.notify("No plans yet (.pi/plans/).", "info");
pi-config	read-only-mode	read-only-mode/index.ts	698	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	"Write the full plan markdown (plan mode only). The extension writes .pi/plans/YYYY-MM-DD-<slug>.md — the ONLY write path in plan mode. Re-writes replace the pl
pi-config	read-only-mode	read-only-mode/index.ts	786	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	content: [{ type: "text" as const, text: `Step #${params.index} done — ${r.total}/${r.total} complete.\n🎉 PLAN COMPLETE — auto-closed ${plan.completedAt}; track
pi-config	read-only-mode	read-only-mode/index.ts	807	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	`- The ONLY write path is write_plan → ${plan.planFile ?? ".pi/plans/<date>-<slug>.md"} (extension-written).\n` +
pi-config	read-only-mode	read-only-mode/index.ts	883	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const tsDir = join(homedir(), ".pi", "agent", "task-status");
pi-config	read-only-mode	read-only-mode/plan.test.ts	129	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	planFile: ".pi/plans/2026-09-14-x.md",
pi-config	read-only-mode	read-only-mode/plan.test.ts	186	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	planFile: ".pi/plans/2026-09-14-old.md",
pi-config	read-only-mode	read-only-mode/plan.test.ts	243	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	planFile: ".pi/plans/2026-09-15-x.md",
pi-config	read-only-mode	read-only-mode/plan.ts	7	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*  - plan file .pi/plans/YYYY-MM-DD-<slug>.md, written ONLY through the
pi-config	read-only-mode	read-only-mode/plan.ts	24	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	export const PLANS_DIR = ".pi/plans";
pi-config	read-only-mode	read-only-mode/plan.ts	398	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Bridge request the task ext consumes (~/.pi/agent/plan-bridge/<sessionId>.json). */
pi-config	read-only-mode	read-only-mode/index.test.ts	176	homedir-api	portable		os.homedir()-anchored — adapts to any user	// shape; Bun caches os.homedir() at startup so tests pin the contract
pi-config	read-only-mode	read-only-mode/index.ts	35	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* - control file ~/.pi/agent/plan-control/<sessionId>.json (v:1 action
pi-config	read-only-mode	read-only-mode/plan.ts	398	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Bridge request the task ext consumes (~/.pi/agent/plan-bridge/<sessionId>.json). */
pi-config	snip	snip/index.test.ts	247	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(p.endsWith(join(".pi", "agent", "snip-control", "abc123.json"))).toBe(true);
pi-config	snip	snip/index.ts	58	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* One file per session: ~/.pi/agent/snip-control/<sessionId>.json (outside the
